Age_Group,Gender,Financial_Background,Current_Study_Occupation,Sleep_Hours,Screen_Time,Free_Time_Activity,Exercise_Frequency,Stress_Level,Experienced_Issue,Main_Reason,Anxious_Exhausted_Frequency,Can_Talk_Openly,Current_Emotional_State,Preferred_Support_Resource,Need_MH_Awareness_in_College
27-30,Male,Middle Class,Working Professional,6–8 hours,6–8 hours,Scroll social media,1–2 times a week,2 (Low),Depression,Social media c,Sometimes,Yes,Stressed,Family/Friends,Yes
27-30,Male,Middle Class,Postgraduate Student,6–8 hours,More than 8 hours,Talk to friends/family,3–5 times a week,3 (Moderate),None of these,Not applicable,Sometimes,Yes,Stressed,Family/Friends,No
23-26,Male,Lower Class,School Student,6–8 hours,More than 8 hours,Scroll social media,3–5 times a week,5 (Very High),None of these,Not applicable,Often,Yes,Stressed,Family/Friends,Yes
27-30,Male,Rich,Currently Unemployed,Less than 6 hours,2–4 hours,Talk to friends/family,1–2 times a week,5 (Very High),Anxiety,Academic press,Rarely,No,Depressed / Burnt out,Family/Friends,Yes
15-18,Male,Middle Class,Undergraduate Student,6–8 hours,6–8 hours,Talk to friends/family,3–5 times a week,3 (Moderate),None of these,Not applicable,Sometimes,No,Stressed,Online Therapy Platforms,Yes
27-30,Male,Lower Class,Undergraduate Student,6–8 hours,More than 8 hours,Scroll social media,1–2 times a week,1 (Very Low),None of these,Not applicable,Rarely,Yes,Neutral,Mental Health Apps,Yes
15-18,Male,Middle Class,Undergraduate Student,8–10 hours,6–8 hours,Watch movies / listen to music,1–2 times a week,3 (Moderate),None of these,Not applicable,Rarely,Sometimes,Stressed,Support Groups,Yes
27-30,Female,Lower Class,Undergraduate Student,6–8 hours,6–8 hours,Scroll social media,1–2 times a week,2 (Low),Anxiety,Family expecta,Sometimes,No,Happy and stable,Family/Friends,Yes
27-30,Male,Lower Class,Undergraduate Student,8–10 hours,2–4 hours,Scroll social media,Never,3 (Moderate),Panic attacks,Relationship i,Sometimes,Sometimes,Stressed,Mental Health Apps,Yes
27-30,Female,Rich,Working Professional,6–8 hours,6–8 hours,Watch movies / listen to music,3–5 times a week,3 (Moderate),Depression,Academic press,Rarely,Sometimes,Depressed / Burnt out,Family/Friends,Yes
15-18,Male,Lower Class,Undergraduate Student,6–8 hours,More than 8 hours,Read or learn something new,3–5 times a week,3 (Moderate),Anxiety,Academic press,Sometimes,Sometimes,Stressed,Family/Friends,No
15-18,Male,Middle Class,Undergraduate Student,8–10 hours,6–8 hours,Scroll social media,1–2 times a week,1 (Very Low),Anxiety,Financial stre,Often,Yes,Neutral,Family/Friends,Yes
23-26,Male,Lower Class,Undergraduate Student,6–8 hours,More than 8 hours,Read or learn something new,3–5 times a week,2 (Low),None of these,Not applicable,Sometimes,No,Depressed / Burnt out,Support Groups,Yes
15-18,Male,Lower Class,Undergraduate Student,6–8 hours,6–8 hours,Scroll social media,1–2 times a week,2 (Low),Anxiety,Social media c,Rarely,No,Depressed / Burnt out,Mental Health Apps,No
19-22,Female,Middle Class,Undergraduate Student,Less than 6 hours,6–8 hours,Scroll social media,3–5 times a week,1 (Very Low),Panic attacks,Academic press,Sometimes,Yes,Neutral,Family/Friends,Yes
19-22,Male,Middle Class,Undergraduate Student,6–8 hours,6–8 hours,Scroll social media,Never,2 (Low),None of these,Not applicable,Sometimes,No,Neutral,Family/Friends,Yes
27-30,Female,Rich,Undergraduate Student,6–8 hours,More than 8 hours,Scroll social media,1–2 times a week,4 (High),Anxiety,Relationship i,Sometimes,Yes,Depressed / Burnt out,Family/Friends,No
23-26,Male,Rich,School Student,Less than 6 hours,6–8 hours,Talk to friends/family,Never,3 (Moderate),Anxiety,Academic press,Often,Sometimes,Neutral,School/College Counselors,No
27-30,Male,Rich,Working Professional,6–8 hours,2–4 hours,Talk to friends/family,1–2 times a week,5 (Very High),Panic attacks,Uncertainty ab,Sometimes,No,Stressed,Online Therapy Platforms,No
23-26,Male,Middle Class,Postgraduate Student,Less than 6 hours,0–2 hours,Talk to friends/family,1–2 times a week,1 (Very Low),None of these,Not applicable,Sometimes,Sometimes,Neutral,Family/Friends,Yes
15-18,Female,Middle Class,School Student,6–8 hours,2–4 hours,Scroll social media,1–2 times a week,3 (Moderate),Anxiety,Academic press,Often,Yes,Stressed,Family/Friends,Yes
15-18,Male,Lower Class,Undergraduate Student,6–8 hours,2–4 hours,Scroll social media,3–5 times a week,3 (Moderate),Anxiety,Academic press,Almost every day,Sometimes,Happy and stable,Family/Friends,Yes
15-18,Male,Rich,Postgraduate Student,6–8 hours,2–4 hours,Scroll social media,1–2 times a week,4 (High),Anxiety,Financial stre,Sometimes,No,Neutral,Family/Friends,Yes
19-22,Male,Middle Class,Undergraduate Student,6–8 hours,More than 8 hours,Read or learn something new,3–5 times a week,2 (Low),None of these,Not applicable,Rarely,Yes,Stressed,School/College Counselors,Yes
27-30,Female,Lower Class,Postgraduate Student,6–8 hours,More than 8 hours,Scroll social media,1–2 times a week,3 (Moderate),Panic attacks,Family expecta,Sometimes,Yes,Neutral,Mental Health Apps,Yes
15-18,Male,Middle Class,Working Professional,6–8 hours,6–8 hours,Scroll social media,1–2 times a week,4 (High),Anxiety,Academic press,Rarely,Sometimes,Stressed,Support Groups,Yes
23-26,Female,Middle Class,Undergraduate Student,6–8 hours,6–8 hours,Scroll social media,1–2 times a week,3 (Moderate),Depression,Academic press,Sometimes,Sometimes,Neutral,Family/Friends,Yes
27-30,Male,Middle Class,School Student,More than 10 hours,6–8 hours,Talk to friends/family,Never,2 (Low),None of these,Not applicable,Sometimes,Sometimes,Depressed / Burnt out,Support Groups,Yes
27-30,Male,Middle Class,Undergraduate Student,6–8 hours,6–8 hours,Scroll social media,Never,4 (High),None of these,Not applicable,Sometimes,Yes,Neutral,Family/Friends,Yes
15-18,Female,Middle Class,Undergraduate Student,8–10 hours,2–4 hours,Watch movies / listen to music,1–2 times a week,2 (Low),Depression,Uncertainty ab,Sometimes,Sometimes,Happy and stable,Family/Friends,Yes
27-30,Male,Lower Class,Undergraduate Student,6–8 hours,2–4 hours,Scroll social media,1–2 times a week,4 (High),None of these,Not applicable,Sometimes,Sometimes,Neutral,Mental Health Apps,Yes
15-18,Male,Middle Class,Undergraduate Student,8–10 hours,More than 8 hours,Talk to friends/family,3–5 times a week,4 (High),Depression,Uncertainty ab,Almost every day,Yes,Neutral,Family/Friends,Yes
19-22,Male,Rich,Undergraduate Student,6–8 hours,0–2 hours,Scroll social media,1–2 times a week,4 (High),None of these,Not applicable,Often,Sometimes,Stressed,Mental Health Apps,Yes
23-26,Female,Rich,Undergraduate Student,Less than 6 hours,0–2 hours,Overthinking,1–2 times a week,2 (Low),Anxiety,Academic press,Sometimes,Yes,Happy and stable,School/College Counselors,Yes
19-22,Male,Middle Class,Working Professional,8–10 hours,2–4 hours,Read or learn something new,1–2 times a week,1 (Very Low),Anxiety,Academic press,Sometimes,Sometimes,Stressed,Family/Friends,Yes
19-22,Male,Middle Class,Undergraduate Student,6–8 hours,6–8 hours,Scroll social media,1–2 times a week,2 (Low),Anxiety,Academic press,Sometimes,Sometimes,Anxious,Family/Friends,Yes
23-26,Female,Middle Class,Undergraduate Student,6–8 hours,6–8 hours,Scroll social media,Never,4 (High),None of these,Not applicable,Rarely,No,Happy and stable,Family/Friends,Yes
23-26,Male,Lower Class,Undergraduate Student,Less than 6 hours,6–8 hours,Scroll social media,Daily,3 (Moderate),None of these,Not applicable,Rarely,Sometimes,Happy and stable,Family/Friends,No
23-26,Male,Middle Class,Undergraduate Student,6–8 hours,6–8 hours,Scroll social media,1–2 times a week,2 (Low),None of these,Not applicable,Almost every day,Yes,Anxious,Family/Friends,Yes
23-26,Male,Middle Class,Undergraduate Student,6–8 hours,2–4 hours,Read or learn something new,3–5 times a week,3 (Moderate),Anxiety,Academic press,Sometimes,Sometimes,Happy and stable,Family/Friends,Yes
27-30,Female,Middle Class,School Student,Less than 6 hours,More than 8 hours,Go out / exercise,3–5 times a week,3 (Moderate),Anxiety,Family expecta,Sometimes,Sometimes,Anxious,Family/Friends,Yes
19-22,Male,Middle Class,Undergraduate Student,6–8 hours,6–8 hours,Read or learn something new,1–2 times a week,4 (High),Depression,Academic press,Rarely,No,Neutral,Family/Friends,No
23-26,Male,Middle Class,Undergraduate Student,6–8 hours,6–8 hours,Scroll social media,1–2 times a week,4 (High),Anxiety,Relationship i,Sometimes,Yes,Stressed,Family/Friends,Yes
19-22,Female,Rich,Undergraduate Student,Less than 6 hours,More than 8 hours,Talk to friends/family,1–2 times a week,5 (Very High),Anxiety,Academic press,Rarely,Sometimes,Neutral,Support Groups,Yes
19-22,Female,Middle Class,Working Professional,6–8 hours,2–4 hours,Scroll social media,1–2 times a week,4 (High),Anxiety,Academic press,Rarely,Sometimes,Happy and stable,School/College Counselors,No
15-18,Female,Middle Class,School Student,Less than 6 hours,More than 8 hours,Talk to friends/family,Never,3 (Moderate),Depression,Academic press,Almost every day,Yes,Stressed,Family/Friends,Yes
27-30,Female,Middle Class,Undergraduate Student,6–8 hours,2–4 hours,Talk to friends/family,Never,3 (Moderate),None of these,Not applicable,Sometimes,Sometimes,Neutral,Family/Friends,Yes
23-26,Male,Lower Class,Postgraduate Student,Less than 6 hours,More than 8 hours,Watch movies / listen to music,1–2 times a week,4 (High),Panic attacks,Relationship i,Sometimes,Sometimes,Anxious,Online Therapy Platforms,Yes
27-30,Male,Middle Class,School Student,Less than 6 hours,6–8 hours,Sleep / do nothing,3–5 times a week,3 (Moderate),None of these,Not applicable,Sometimes,Sometimes,Neutral,Mental Health Apps,Yes
23-26,Male,Middle Class,Postgraduate Student,Less than 6 hours,6–8 hours,Scroll social media,Never,4 (High),Anxiety,Relationship i,Often,Yes,Neutral,Family/Friends,Yes
27-30,Male,Lower Class,Undergraduate Student,8–10 hours,6–8 hours,Talk to friends/family,3–5 times a week,3 (Moderate),Panic attacks,Academic press,Sometimes,Yes,Stressed,School/College Counselors,Yes
19-22,Female,Middle Class,Undergraduate Student,Less than 6 hours,6–8 hours,Watch movies / listen to music,Daily,5 (Very High),None of these,Not applicable,Rarely,Sometimes,Stressed,Family/Friends,Yes
15-18,Male,Middle Class,Undergraduate Student,Less than 6 hours,6–8 hours,Scroll social media,1–2 times a week,3 (Moderate),Depression,Uncertainty ab,Often,Sometimes,Neutral,Mental Health Apps,Yes
15-18,Male,Middle Class,School Student,6–8 hours,2–4 hours,Go out / exercise,Never,3 (Moderate),Anxiety,Academic press,Often,No,Neutral,Mental Health Apps,Yes
23-26,Female,Lower Class,School Student,6–8 hours,More than 8 hours,Scroll social media,Never,5 (Very High),Depression,Financial stre,Rarely,Sometimes,Neutral,Mental Health Apps,No
27-30,Female,Rich,Undergraduate Student,6–8 hours,More than 8 hours,Talk to friends/family,1–2 times a week,5 (Very High),Anxiety,Academic press,Sometimes,Yes,Stressed,Mental Health Apps,Yes
23-26,Female,Middle Class,Undergraduate Student,8–10 hours,More than 8 hours,Overthinking,1–2 times a week,4 (High),Depression,Family expecta,Often,No,Stressed,Family/Friends,Yes
23-26,Female,Rich,Postgraduate Student,8–10 hours,6–8 hours,Scroll social media,3–5 times a week,3 (Moderate),Depression,Social media c,Sometimes,Sometimes,Neutral,Mental Health Apps,Yes
19-22,Female,Middle Class,Postgraduate Student,6–8 hours,6–8 hours,Talk to friends/family,1–2 times a week,3 (Moderate),Panic attacks,Uncertainty ab,Sometimes,Sometimes,Stressed,Family/Friends,Yes
19-22,Female,Middle Class,Undergraduate Student,6–8 hours,More than 8 hours,Scroll social media,1–2 times a week,3 (Moderate),Depression,Academic press,Often,Yes,Neutral,Family/Friends,Yes
19-22,Female,Middle Class,Undergraduate Student,6–8 hours,2–4 hours,Scroll social media,Never,3 (Moderate),Depression,Academic press,Sometimes,No,Happy and stable,Family/Friends,Yes
15-18,Male,Middle Class,Undergraduate Student,6–8 hours,More than 8 hours,Talk to friends/family,1–2 times a week,4 (High),Anxiety,Uncertainty ab,Sometimes,Sometimes,Anxious,Family/Friends,Yes
15-18,Male,Middle Class,School Student,8–10 hours,0–2 hours,Scroll social media,3–5 times a week,3 (Moderate),None of these,Not applicable,Sometimes,Yes,Stressed,Mental Health Apps,Yes
27-30,Male,Lower Class,Postgraduate Student,Less than 6 hours,2–4 hours,Talk to friends/family,Never,3 (Moderate),Anxiety,Academic press,Often,Sometimes,Anxious,Mental Health Apps,Yes
23-26,Male,Middle Class,Undergraduate Student,6–8 hours,6–8 hours,Scroll social media,1–2 times a week,1 (Very Low),Anxiety,Academic press,Often,No,Neutral,Family/Friends,Yes
15-18,Female,Middle Class,Working Professional,8–10 hours,6–8 hours,Watch movies / listen to music,1–2 times a week,4 (High),None of these,Not applicable,Sometimes,Yes,Stressed,Family/Friends,Yes
27-30,Male,Middle Class,School Student,6–8 hours,More than 8 hours,Watch movies / listen to music,3–5 times a week,3 (Moderate),Depression,Social media c,Almost every day,Sometimes,Happy and stable,Online Therapy Platforms,Yes
15-18,Female,Rich,Working Professional,8–10 hours,6–8 hours,Talk to friends/family,1–2 times a week,2 (Low),Anxiety,Academic press,Often,Sometimes,Stressed,School/College Counselors,Yes
23-26,Female,Middle Class,Undergraduate Student,6–8 hours,6–8 hours,Scroll social media,1–2 times a week,3 (Moderate),Anxiety,Academic press,Rarely,No,Anxious,Family/Friends,Yes
19-22,Male,Rich,Undergraduate Student,6–8 hours,6–8 hours,Watch movies / listen to music,1–2 times a week,5 (Very High),Anxiety,Relationship i,Almost every day,No,Stressed,Support Groups,Yes
19-22,Female,Middle Class,Postgraduate Student,8–10 hours,2–4 hours,Scroll social media,1–2 times a week,2 (Low),Anxiety,Social media c,Sometimes,No,Depressed / Burnt out,Family/Friends,Yes
19-22,Female,Middle Class,Undergraduate Student,Less than 6 hours,6–8 hours,Scroll social media,1–2 times a week,3 (Moderate),Anxiety,Academic press,Sometimes,Sometimes,Neutral,Mental Health Apps,Yes
15-18,Male,Lower Class,Undergraduate Student,6–8 hours,2–4 hours,Watch movies / listen to music,1–2 times a week,3 (Moderate),Anxiety,Academic press,Rarely,Yes,Happy and stable,Family/Friends,Yes
15-18,Male,Lower Class,Undergraduate Student,6–8 hours,6–8 hours,Talk to friends/family,1–2 times a week,3 (Moderate),Anxiety,Academic press,Sometimes,Sometimes,Neutral,Support Groups,Yes
15-18,Male,Lower Class,Currently Unemployed,Less than 6 hours,6–8 hours,Read or learn something new,1–2 times a week,3 (Moderate),Anxiety,Academic press,Almost every day,No,Stressed,School/College Counselors,Yes
19-22,Male,Lower Class,School Student,Less than 6 hours,2–4 hours,Scroll social media,Never,3 (Moderate),Panic attacks,Academic press,Almost every day,Yes,Depressed / Burnt out,School/College Counselors,Yes
15-18,Female,Middle Class,Undergraduate Student,6–8 hours,2–4 hours,Watch movies / listen to music,1–2 times a week,4 (High),None of these,Not applicable,Almost every day,Yes,Happy and stable,Support Groups,Yes
19-22,Male,Middle Class,Working Professional,Less than 6 hours,More than 8 hours,Overthinking,3–5 times a week,3 (Moderate),Depression,Family expecta,Often,No,Anxious,Family/Friends,Yes
27-30,Male,Middle Class,Undergraduate Student,Less than 6 hours,2–4 hours,Scroll social media,3–5 times a week,4 (High),Panic attacks,Academic press,Rarely,No,Neutral,Family/Friends,Yes
27-30,Female,Lower Class,Postgraduate Student,Less than 6 hours,0–2 hours,Watch movies / listen to music,Never,4 (High),Anxiety,Academic press,Rarely,No,Neutral,Family/Friends,Yes
27-30,Female,Middle Class,Undergraduate Student,Less than 6 hours,2–4 hours,Read or learn something new,3–5 times a week,3 (Moderate),Panic attacks,Family expecta,Often,No,Anxious,Mental Health Apps,Yes
27-30,Male,Rich,Undergraduate Student,6–8 hours,6–8 hours,Read or learn something new,Daily,1 (Very Low),None of these,Not applicable,Sometimes,Sometimes,Neutral,Family/Friends,Yes
27-30,Male,Middle Class,Postgraduate Student,Less than 6 hours,2–4 hours,Watch movies / listen to music,Never,3 (Moderate),Depression,Academic press,Almost every day,No,Neutral,Family/Friends,Yes
15-18,Male,Lower Class,Undergraduate Student,6–8 hours,6–8 hours,Scroll social media,1–2 times a week,2 (Low),None of these,Not applicable,Rarely,Sometimes,Stressed,Mental Health Apps,Yes
23-26,Male,Middle Class,Undergraduate Student,6–8 hours,6–8 hours,Scroll social media,3–5 times a week,4 (High),None of these,Not applicable,Often,No,Stressed,School/College Counselors,Yes
